cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system,longAccel,latAccel
1634600,2023-12-04T03:10:49.892Z,31.21546509,121.5574653,-11.05771727,0.094322027,0.068023806,8738,11449.89401,2.6,3,MSLV,-0.120535151,0.378896882
1634700,2023-12-04T03:10:49.995Z,31.21546529,121.5574654,-10.99995053,0.045346282,0.11296813,8738,11449.9951,2.6,3,MSLV,-0.052038369,0.540407674
1634800,2023-12-04T03:10:50.094Z,31.2154655,121.5574654,-11.00005888,0.037405606,0.050495328,8738,11450.09405,2.6,3,MSLV,-0.13441247,0.490647482
1634900,2023-12-04T03:10:50.194Z,31.21546559,121.5574654,-11.01915456,0.044927371,0.039502683,8738,11450.19403,2.6,3,MSLV,-0.014748201,0.424100719
1635000,2023-12-04T03:10:50.294Z,31.21546579,121.5574656,-11.03780032,0.153082779,0.045292265,8738,11450.29429,2.6,3,MSLV,-0.19028777,0.628896882
1635100,2023-12-04T03:10:50.393Z,31.21546599,121.5574655,-11.01991115,0.133753267,0.150888461,8738,11450.39456,2.6,3,MSLV,-0.140527578,0.877458034
1635200,2023-12-04T03:10:50.493Z,31.2154662,121.5574656,-11.02291891,0.02099755,0.134594563,8738,11450.49482,2.6,3,MSLV,-0.803117506,0.191846523
1635300,2023-12-04T03:10:50.595Z,31.21546629,121.5574657,-11,0.045374169,0.018826566,8738,11450.59509,2.6,3,MSLV,-0.118263284,0.297488325
1635400,2023-12-04T03:10:50.695Z,31.2154665,121.5574658,-10.99974478,0.060723895,0.049635398,8738,11450.69535,2.6,3,MSLV,-0.045683453,0.799520384
1635500,2023-12-04T03:10:50.795Z,31.21546659,121.5574657,-11.00679716,0.098690293,0.058647766,8738,11450.79562,2.6,3,MSLV,-0.685491607,1.833693046
1635600,2023-12-04T03:10:50.894Z,31.21546679,121.5574658,-11.01424606,0.045380119,0.101557578,8738,11450.89585,2.6,3,MSLV,0.023141487,1.451079137
1635700,2023-12-04T03:10:50.997Z,31.2154671,121.5574659,-10.97268653,0.098544044,0.048575137,8738,11450.99718,2.6,3,MSLV,-0.238848921,0.489808153
1635800,2023-12-04T03:10:51.096Z,31.21546709,121.557466,-10.98482697,0.116085404,0.099483141,8738,11451.09642,2.6,3,MSLV,-0.267625899,0.106954436
1635900,2023-12-04T03:10:51.196Z,31.2154674,121.557466,-10.95132753,0.072420284,0.121159433,8738,11451.19668,2.6,3,MSLV,-0.233573141,1.415947242
1636000,2023-12-04T03:10:51.296Z,31.2154676,121.5574661,-10.98206177,0.09828586,0.069387443,8738,11451.29696,2.6,3,MSLV,-0.336362489,1.167865707
1636100,2023-12-04T03:10:51.395Z,31.2154678,121.5574661,-10.92902342,0.084070253,0.100234176,8738,11451.39666,2.596721542,3,MSLV,-0.234652278,0.892805755
1636200,2023-12-04T03:10:51.495Z,31.21546789,121.5574662,-10.92881891,0.081792496,0.090264165,8738,11451.49636,2.74,3,MSLV,-0.281055156,0.603357314
1636300,2023-12-04T03:10:51.596Z,31.21546809,121.5574662,-10.89708825,0.051411817,0.080882466,8738,11451.59606,2.74,3,MSLV,-0.295803357,0.768105516
1636400,2023-12-04T03:10:51.695Z,31.21546829,121.5574663,-10.89435656,0.037324145,0.050324145,8738,11451.69576,2.74,3,MSLV,-0.486450839,0.668105516
1636500,2023-12-04T03:10:51.795Z,31.21546849,121.5574664,-10.88360203,0.027389548,0.040354135,8738,11451.79546,2.74,3,MSLV,-0.560071942,0.486330935
1636600,2023-12-04T03:10:51.894Z,31.2154687,121.5574664,-10.86699872,0.013464778,0.030384125,8738,11451.89512,2.74,3,MSLV,-0.203477218,0.369064748
1636700,2023-12-04T03:10:51.995Z,31.21546879,121.5574665,-10.83966871,0.081751531,0.017515314,8738,11451.9959,2.74,3,MSLV,-0.274012369,0.308216585
1636800,2023-12-04T03:10:52.094Z,31.2154691,121.5574666,-10.84942113,0.088177642,0.079555896,8738,11452.09456,2.750658499,3,MSLV,-0.416426859,0.469184652
1636900,2023-12-04T03:10:52.194Z,31.21546919,121.5574667,-10.81713783,0.082909584,0.090474094,8738,11452.19426,2.5,3,MSLV,-0.326139089,0.531894484
1637000,2023-12-04T03:10:52.293Z,31.21546949,121.5574667,-10.79003005,0.110485294,0.078484655,8738,11452.29395,2.5,3,MSLV,-0.790047962,1.002398082
1637100,2023-12-04T03:10:52.392Z,31.21546959,121.5574668,-10.83238971,0.037433824,0.113602941,8738,11452.39385,2.5,3,MSLV,-0.141366906,0.778057554
1637200,2023-12-04T03:10:52.492Z,31.21546979,121.5574668,-10.80326598,0.049943734,0.039475703,8738,11452.49376,2.501048593,3,MSLV,-0.145443645,0.427338129
1637300,2023-12-04T03:10:52.593Z,31.21546989,121.5574668,-10.81949488,0.030359335,0.051067775,8738,11452.59366,2.48,3,MSLV,-0.690047962,0.401079137
1637400,2023-12-04T03:10:52.693Z,31.21547009,121.5574669,-10.79059783,0.042076087,0.028913043,8738,11452.69357,2.478913043,3,MSLV,-0.311390887,1.045083933
1637500,2023-12-04T03:10:52.793Z,31.21547029,121.557467,-10.77938715,0.060221228,0.049446931,8738,11452.79347,2.5,3,MSLV,-0.317051622,1.360343304
1637600,2023-12-04T03:10:52.892Z,31.21547048,121.557467,-10.77160614,0.050823529,0.06,8738,11452.89332,2.5,3,MSLV,-0.180695444,0.68117506
1637700,2023-12-04T03:10:52.994Z,31.21547079,121.557467,-10.77928613,0.15252078,0.054849744,8738,11452.99433,2.501144501,3,MSLV,-0.516546763,0.484772182
1637800,2023-12-04T03:10:53.093Z,31.21547089,121.5574671,-10.774,0.070861893,0.154654731,8738,11453.09318,2.48,3,MSLV,-0.734292566,0.718465228
1637900,2023-12-04T03:10:53.193Z,31.2154711,121.5574671,-10.77423657,0.032919118,0.071774297,8738,11453.19309,2.478817136,3,MSLV,-0.490767386,0.921942446
1638000,2023-12-04T03:10:53.293Z,31.21547108,121.5574671,-10.76987933,0.108534018,0.035776637,8738,11453.29297,2.501206675,3,MSLV,-0.294964029,0.71294964
1638100,2023-12-04T03:10:53.392Z,31.21547139,121.5574672,-10.7713681,0.066125481,0.112297818,8738,11453.39326,2.48,3,MSLV,-0.428057554,0.775659472
1638200,2023-12-04T03:10:53.492Z,31.21547149,121.5574672,-10.78365469,0.027436457,0.072182285,8738,11453.49354,2.48,3,MSLV,-0.348100467,0.908620472
1638300,2023-12-04T03:10:53.593Z,31.21547169,121.5574672,-10.77198171,0.016158216,0.030516688,8738,11453.59383,2.48,3,MSLV,-0.495563549,0.609592326
1638400,2023-12-04T03:10:53.694Z,31.2154719,121.5574674,-10.74960976,0.072,0.017073171,8738,11453.69412,2.48,3,MSLV,-0.62146283,0.47206235
1638500,2023-12-04T03:10:53.794Z,31.21547189,121.5574674,-10.80228498,0.115780167,0.078164313,8738,11453.79441,2.48,3,MSLV,-0.360191847,0.489328537
1638600,2023-12-04T03:10:53.893Z,31.2154722,121.5574674,-10.77166688,0.101268293,0.120860077,8738,11453.89466,2.48,3,MSLV,-0.458992806,0.820743405
1638700,2023-12-04T03:10:53.996Z,31.21547229,121.5574675,-10.80536393,0.021759307,0.102808087,8738,11453.99603,2.48,3,MSLV,-0.486570743,0.634532374
1638800,2023-12-04T03:10:54.095Z,31.2154725,121.5574676,-10.77059564,0.027218228,0.03,8738,11454.09528,2.48,3,MSLV,-0.400479616,0.690407674
1638900,2023-12-04T03:10:54.195Z,31.21547259,121.5574677,-10.75382831,0.049206033,0.028969833,8738,11454.19557,2.48,3,MSLV,-0.344945097,0.869115234
1639000,2023-12-04T03:10:54.295Z,31.21547279,121.5574677,-10.75802503,0.042968549,0.060314506,8738,11454.29585,2.476854942,3,MSLV,-0.388968825,1.26618705
1639100,2023-12-04T03:10:54.395Z,31.21547299,121.5574677,-10.78960217,0.044227331,0.050284163,8738,11454.39616,2.58,3,MSLV,-0.368465228,1.153117506
1639200,2023-12-04T03:10:54.494Z,31.2154732,121.5574678,-10.80436782,0.033854406,0.04,8738,11454.49593,2.575402299,3,MSLV,-0.344244604,1.271342926
1639300,2023-12-04T03:10:54.595Z,31.2154733,121.5574678,-10.79111207,0.10662484,0.037697957,8738,11454.59571,2.73,3,MSLV,-0.351798561,1.234772182
1639400,2023-12-04T03:10:54.695Z,31.21547339,121.5574679,-10.81914049,0.088018519,0.110702427,8738,11454.69549,2.73,3,MSLV,-0.370983213,1.306235012
1639500,2023-12-04T03:10:54.795Z,31.21547369,121.5574679,-10.81600862,0.058635057,0.09112069,8738,11454.79526,2.729626437,3,MSLV,-0.425419664,1.286570743
1639600,2023-12-04T03:10:54.893Z,31.2154739,121.557468,-10.78558493,0.042227331,0.060791826,8738,11454.895,2.74,3,MSLV,-0.360469519,1.559888931
1639700,2023-12-04T03:10:54.995Z,31.21547399,121.557468,-10.85012931,0.005231801,0.04,8738,11454.99586,2.74,3,MSLV,-0.453117506,1.280095923
1639800,2023-12-04T03:10:55.094Z,31.2154743,121.5574682,-10.822,0.125101533,0.036475096,8738,11455.09459,2.74,3,MSLV,-0.442086331,1.291606715
1639900,2023-12-04T03:10:55.194Z,31.2154744,121.5574682,-10.82093519,0.101222222,0.120925926,8738,11455.19437,2.740462963,3,MSLV,-0.611630695,1.131414868
1640000,2023-12-04T03:10:55.294Z,31.21547449,121.5574683,-10.84597063,0.049058748,0.102426564,8738,11455.29415,2.73,3,MSLV,-0.470383693,1.294964029
1640100,2023-12-04T03:10:55.392Z,31.21547469,121.5574683,-10.82383319,0.092014619,0.047463453,8738,11455.39393,2.73,3,MSLV,-0.374940048,1.315347722
1640200,2023-12-04T03:10:55.492Z,31.21547489,121.5574684,-10.84698045,0.073736686,0.101609816,8738,11455.49363,2.738049078,3,MSLV,-0.399640288,1.467266187
1640300,2023-12-04T03:10:55.593Z,31.21547509,121.5574685,-10.8653023,0.02011318,0.072829505,8738,11455.59334,2.58,3,MSLV,-0.662249148,1.664016155
1640400,2023-12-04T03:10:55.693Z,31.21547519,121.5574685,-10.89604769,0.015321615,0.02,8738,11455.69305,2.58,3,MSLV,-0.258872902,1.110071942
1640500,2023-12-04T03:10:55.792Z,31.21547539,121.5574686,-10.91268775,0.063874289,0.01750203,8738,11455.79276,2.58,3,MSLV,-0.044004796,0.982733813
1640600,2023-12-04T03:10:55.891Z,31.21547549,121.5574687,-10.91996136,0.047953939,0.060653788,8738,11455.8924,2.619881077,3,MSLV,-0.610791367,1.074100719
1640700,2023-12-04T03:10:55.993Z,31.21547569,121.5574687,-10.88663383,0.067049252,0.048633832,8738,11455.99324,1.928331883,3,MSLV,-0.472182254,1.742805755
1640800,2023-12-04T03:10:56.091Z,31.21547589,121.5574688,-10.90572039,0.035569904,0.072137139,8738,11456.09188,2.57928762,3,MSLV,-0.364628297,1.664868106
1640900,2023-12-04T03:10:56.191Z,31.21547599,121.5574689,-10.94059334,0.021808272,0.040741675,8738,11456.19158,2.634500522,3,MSLV,-0.16294964,1.140407674
1641000,2023-12-04T03:10:56.291Z,31.21547618,121.5574688,-10.93292517,0.092528368,0.024603202,8738,11456.29129,1.943741733,3,MSLV,-0.429616307,0.87470024
1641100,2023-12-04T03:10:56.389Z,31.21547649,121.5574691,-10.91727909,0.161002001,0.095198399,8738,11456.391,2.59,3,MSLV,-0.592452354,1.253060709
1641200,2023-12-04T03:10:56.489Z,31.21547658,121.5574691,-10.95025192,0.081249359,0.16666325,8738,11456.49067,2.590832906,3,MSLV,-0.451199041,1.375779376
1641300,2023-12-04T03:10:56.590Z,31.21547678,121.5574692,-11.00146604,0.061136533,0.080822014,8738,11456.59078,2.579177986,3,MSLV,-0.298561151,1.259232614
1641400,2023-12-04T03:10:56.690Z,31.21547698,121.5574692,-10.96559329,0.115568939,0.06675551,8738,11456.69089,2.590811123,3,MSLV,-0.418105516,1.197841727
1641500,2023-12-04T03:10:56.791Z,31.21547718,121.5574693,-11.01164018,0.071200923,0.113200923,8738,11456.791,2.62881407,3,MSLV,-0.5558753,1.224460432
1641600,2023-12-04T03:10:56.889Z,31.21547739,121.5574694,-11.00331574,0.026105587,0.073157355,8738,11456.89103,1.968421322,3,MSLV,-0.404796163,1.332853717
1641700,2023-12-04T03:10:56.992Z,31.21547748,121.5574694,-11.00016767,0.053479049,0.028443106,8738,11456.99229,1.991556894,3,MSLV,-0.369184652,1.141486811
1641800,2023-12-04T03:10:57.091Z,31.21547769,121.5574695,-10.98323244,0.02992978,0.05153511,8738,11457.09132,1.97,3,MSLV,-0.379906601,1.094030039
1641900,2023-12-04T03:10:57.191Z,31.21547779,121.5574696,-10.993319,0.07443766,0.026973347,8738,11457.19143,1.97,3,MSLV,-0.403357314,1.309352518
1642000,2023-12-04T03:10:57.291Z,31.21547789,121.5574697,-11.00180677,0.050196566,0.071491543,8738,11457.29154,1.97,3,MSLV,-0.538129496,1.283693046
1642100,2023-12-04T03:10:57.390Z,31.21547809,121.5574696,-11.02098417,0.109188813,0.045590723,8738,11457.39165,1.97,3,MSLV,-0.244964029,1.295083933
1642200,2023-12-04T03:10:57.490Z,31.21547829,121.5574698,-10.99387756,0.045328093,0.114332822,8738,11457.49178,1.97,3,MSLV,-0.426858513,1.184172662
1642300,2023-12-04T03:10:57.591Z,31.21547849,121.5574699,-10.9642316,0.089936797,0.047052658,8738,11457.59163,1.97,3,MSLV,-0.472781775,1.151558753
1642400,2023-12-04T03:10:57.691Z,31.21547859,121.55747,-10.98879755,0.01845092,0.095260736,8738,11457.69148,1.97,3,MSLV,-0.317266187,1.2882494
1642500,2023-12-04T03:10:57.791Z,31.21547868,121.55747,-11.00615325,0.010314289,0.020766232,8738,11457.79134,1.97,3,MSLV,-0.416130254,1.128865329
1642600,2023-12-04T03:10:57.890Z,31.21547888,121.5574701,-11.00493712,0.03321907,0.008438139,8738,11457.89111,1.97,3,MSLV,-0.348561151,1.105155875
1642700,2023-12-04T03:10:57.992Z,31.21547908,121.5574701,-10.99040874,0.041215299,0.028408742,8738,11457.99212,1.968408742,3,MSLV,-0.134652278,1.048321343
1642800,2023-12-04T03:10:58.090Z,31.21547939,121.5574702,-11.01264826,0.080620654,0.047569018,8738,11458.0909,1.99,3,MSLV,-0.022422062,1.208513189
1642900,2023-12-04T03:10:58.190Z,31.21547948,121.5574704,-11.00342248,0.056442421,0.081650051,8738,11458.19075,1.99,3,MSLV,-0.156714628,1.144844125
1643000,2023-12-04T03:10:58.290Z,31.21547969,121.5574704,-11.00906863,0.09596204,0.057480828,8738,11458.2906,1.99,3,MSLV,-0.088129496,1.206714628
1643100,2023-12-04T03:10:58.389Z,31.21547977,121.5574704,-11.03639238,0.01746204,0.095980956,8738,11458.39046,1.99,3,MSLV,0.069664269,1.065227818
1643200,2023-12-04T03:10:58.489Z,31.21548009,121.5574706,-11.00163084,0.036300935,0.018252336,8738,11458.49026,1.99,3,MSLV,0.105515588,1.120156506
1643300,2023-12-04T03:10:58.590Z,31.21548018,121.5574706,-11.05867009,0.045,0.039165596,8738,11458.59066,1.99,3,MSLV,0.109352518,1.21822542
1643400,2023-12-04T03:10:58.691Z,31.21548039,121.5574707,-11.02264854,0.041661098,0.05,8738,11458.69105,1.99,3,MSLV,-0.116906475,1.200719424
1643500,2023-12-04T03:10:58.791Z,31.21548048,121.5574708,-11.0394889,0.088359988,0.046977804,8738,11458.79144,1.99,3,MSLV,-0.24616307,1.494484412
1643600,2023-12-04T03:10:58.890Z,31.21548079,121.5574709,-11.06307675,0.069143224,0.091432243,8738,11458.89177,1.99,3,MSLV,-0.394964029,1.24352518
1643700,2023-12-04T03:10:58.993Z,31.21548088,121.557471,-11.02902255,0.062330812,0.07,8738,11458.9933,1.99,3,MSLV,-0.249280576,1.388848921
1643800,2023-12-04T03:10:59.092Z,31.21548119,121.557471,-11.07574509,0.139122605,0.065539136,8738,11459.09263,1.99,3,MSLV,-0.502158273,1.328776978
1643900,2023-12-04T03:10:59.193Z,31.21548129,121.557471,-11.0796413,0.086641297,0.142989194,8738,11459.19302,1.99,3,MSLV,-0.211914679,1.240817872
1644000,2023-12-04T03:10:59.293Z,31.21548149,121.5574712,-11.08577664,0.095457009,0.09,8738,11459.29342,1.99,3,MSLV,-0.279616307,1.215827338
1644100,2023-12-04T03:10:59.392Z,31.2154817,121.5574713,-11.08979241,0.043239282,0.092075935,8738,11459.39381,1.99,3,MSLV,-0.197841727,1.331534772
1644200,2023-12-04T03:10:59.493Z,31.21548169,121.5574713,-11.09639778,0.165418984,0.044724883,8738,11459.4942,1.99,3,MSLV,-0.577338129,1.379256595
1644300,2023-12-04T03:10:59.594Z,31.21548199,121.5574715,-11.04211933,0.045862853,0.164811008,8738,11459.59463,1.99,3,MSLV,-0.37470024,1.323021583
1644400,2023-12-04T03:10:59.694Z,31.2154822,121.5574715,-11.0869539,0.075212744,0.049078023,8738,11459.69439,1.99,3,MSLV,-0.282134293,1.446282974
1644500,2023-12-04T03:10:59.794Z,31.2154823,121.5574715,-11.08872692,0.023255395,0.07193845,8738,11459.79415,1.99,3,MSLV,-0.287170264,1.323261391
1644600,2023-12-04T03:10:59.892Z,31.21548239,121.5574717,-11.07330494,0.063134593,0.028475291,8738,11459.89387,1.984917635,3,MSLV,-0.463334595,1.187555219
1644700,2023-12-04T03:10:59.994Z,31.21548259,121.5574717,-11.06694681,0.015383348,0.062127442,8738,11459.99473,2.09,3,MSLV,-0.538369305,1.061630695
1644800,2023-12-04T03:11:00.093Z,31.21548279,121.5574718,-11.06861103,0.090110714,0.016111608,8738,11460.09345,2.09,3,MSLV,-0.430335731,1.360191847
1644900,2023-12-04T03:11:00.193Z,31.21548289,121.5574719,-11.0564788,0.029378496,0.093474652,8738,11460.19321,2.052357936,3,MSLV,-0.403357314,1.319904077
1645000,2023-12-04T03:11:00.293Z,31.21548299,121.5574719,-11.06606027,0.060145192,0.028191802,8738,11460.29297,2.787013153,3,MSLV,-0.605275779,1.542685851
1645100,2023-12-04T03:11:00.391Z,31.21548309,121.557472,-11.06074077,0.037557209,0.061252714,8738,11460.39274,1.927429447,3,MSLV,-0.270023981,1.316906475
1645200,2023-12-04T03:11:00.491Z,31.21548329,121.557472,-11.13611991,0.081209935,0.036750096,8738,11460.4925,2.478700038,3,MSLV,-0.224220624,1.069544365
1645300,2023-12-04T03:11:00.592Z,31.21548349,121.5574722,-11.07953549,0.041019678,0.092698523,8738,11460.59225,2.493928322,3,MSLV,-0.5617506,1.225779376
1645400,2023-12-04T03:11:00.692Z,31.21548369,121.5574723,-11.16845902,0.10502459,0.045901639,8738,11460.69217,2.630983607,3,MSLV,-0.849047078,1.300643696
1645500,2023-12-04T03:11:00.792Z,31.21548379,121.5574723,-11.12951596,0.092042553,0.111382979,8738,11460.79209,1.99,3,MSLV,-0.513788969,1.15323741
1645600,2023-12-04T03:11:00.890Z,31.21548399,121.5574724,-11.137,0.045629927,0.092799674,8738,11460.89193,1.99,3,MSLV,-0.060551559,1.185971223
1645700,2023-12-04T03:11:00.992Z,31.2154842,121.5574725,-11.1355833,0.034654139,0.050708348,8738,11460.99299,1.99,3,MSLV,-0.448681055,1.078297362
1645800,2023-12-04T03:11:01.091Z,31.21548419,121.5574725,-11.15678497,0.055215033,0.038566446,8738,11461.09183,1.982832229,3,MSLV,-0.938129496,1.16558753
1645900,2023-12-04T03:11:01.191Z,31.21548438,121.5574725,-11.16268326,0.051202273,0.06,8738,11461.19175,2.097252064,3,MSLV,-0.637889688,1.520503597
1646000,2023-12-04T03:11:01.291Z,31.2154847,121.5574727,-11.12160609,0.064834089,0.06,8738,11461.29166,1.99,3,MSLV,-0.257194245,1.221103118
1646100,2023-12-04T03:11:01.390Z,31.21548469,121.5574727,-11.14014484,0.033399198,0.06148413,8738,11461.39158,1.99,3,MSLV,-0.425217721,1.375741512
1646200,2023-12-04T03:11:01.490Z,31.21548489,121.5574726,-11.16842594,0.101951285,0.035497035,8738,11461.4915,1.99,3,MSLV,-0.416666667,0.835611511
1646300,2023-12-04T03:11:01.591Z,31.21548498,121.5574728,-11.14670983,0.078174079,0.10227677,8738,11461.59141,1.99,3,MSLV,-0.581414868,1.208633094
1646400,2023-12-04T03:11:01.691Z,31.21548518,121.5574728,-11.16476858,0.012674466,0.073857033,8738,11461.69129,1.99,3,MSLV,-0.471822542,1.058752998
1646500,2023-12-04T03:11:01.791Z,31.21548539,121.5574729,-11.16647319,0.103908203,0.014183595,8738,11461.79173,1.99,3,MSLV,-0.485971223,1.240527578
1646600,2023-12-04T03:11:01.891Z,31.21548549,121.5574729,-11.19097981,0.061341347,0.102048084,8738,11461.8921,1.99,3,MSLV,-0.331294964,1.360911271
1646700,2023-12-04T03:11:01.993Z,31.21548559,121.557473,-11.15891482,0.053829648,0.070638339,8738,11461.99368,1.99,3,MSLV,-0.391846523,1.261870504
1646800,2023-12-04T03:11:02.093Z,31.21548579,121.5574731,-11.17765338,0.093445102,0.058218051,8738,11462.09306,1.99,3,MSLV,-0.378265808,1.338634356
1646900,2023-12-04T03:11:02.193Z,31.21548599,121.5574732,-11.1655603,0.032164888,0.093297763,8738,11462.1935,1.99,3,MSLV,-0.416906475,1.289328537
1647000,2023-12-04T03:11:02.293Z,31.21548609,121.5574732,-11.17268629,0.023846233,0.03,8738,11462.29395,1.99,3,MSLV,-0.407793765,1.26235012
1647100,2023-12-04T03:11:02.393Z,31.2154863,121.5574733,-11.1994469,0.130124261,0.025390846,8738,11462.39439,1.99,3,MSLV,-0.38381295,1.289928058
1647200,2023-12-04T03:11:02.493Z,31.2154864,121.5574732,-11.21299974,0.155415274,0.129166881,8738,11462.49483,1.99,3,MSLV,-0.40059952,1.303477218
1647300,2023-12-04T03:11:02.595Z,31.21548649,121.5574733,-11.18736725,0.020707187,0.154466444,8738,11462.59528,1.99,3,MSLV,-0.298920863,1.250479616
1647400,2023-12-04T03:11:02.695Z,31.2154867,121.5574734,-11.20412058,-0.001377698,0.030651424,8738,11462.69574,1.99,3,MSLV,-0.423980815,1.39088729
1647500,2023-12-04T03:11:02.795Z,31.21548669,121.5574734,-11.23276293,0.071121663,0.007572487,8738,11462.79553,1.99,3,MSLV,-0.281459043,1.239808153
1647600,2023-12-04T03:11:02.894Z,31.2154871,121.5574735,-11.20834462,0.160494699,0.077057095,8738,11462.89528,1.99,3,MSLV,-0.564628297,1.375659472
1647700,2023-12-04T03:11:02.996Z,31.2154871,121.5574736,-11.25589456,0.060910972,0.163500447,8738,11462.99615,1.99,3,MSLV,-0.345923261,1.243645084
1647800,2023-12-04T03:11:03.094Z,31.21548719,121.5574737,-11.23130298,0.091066037,0.069179972,8738,11463.0949,1.99,3,MSLV,-0.354316547,1.111270983
1647900,2023-12-04T03:11:03.194Z,31.2154874,121.5574737,-11.24895689,0.061887661,0.091293269,8738,11463.19469,1.99,3,MSLV,-0.207913669,1.182733813
1648000,2023-12-04T03:11:03.294Z,31.21548749,121.5574739,-11.24990957,0.11015136,0.057739175,8738,11463.29448,1.99,3,MSLV,-0.336211031,1.10383693
1648100,2023-12-04T03:11:03.393Z,31.2154877,121.5574738,-11.25171606,0.180827053,0.106687316,8738,11463.39427,1.99,3,MSLV,-0.16498801,0.871582734
1648200,2023-12-04T03:11:03.493Z,31.2154878,121.5574739,-11.25775284,0.0749392,0.185437476,8738,11463.49406,1.99,3,MSLV,-0.12078758,1.091253313
1648300,2023-12-04T03:11:03.593Z,31.21548789,121.5574739,-11.26196922,0.054587687,0.070515391,8738,11463.59385,1.99,3,MSLV,-0.118944844,1.073261391
1648400,2023-12-04T03:11:03.693Z,31.2154881,121.5574739,-11.28353702,0.062248169,0.06,8738,11463.69363,1.99,3,MSLV,-0.348681055,1.069664269
1648500,2023-12-04T03:11:03.793Z,31.21548809,121.557474,-11.27201401,0.07721911,0.058904452,8738,11463.79352,1.99,3,MSLV,-0.393764988,1.15323741
1648600,2023-12-04T03:11:03.892Z,31.21548829,121.557474,-11.29133512,0.07579263,0.080558526,8738,11463.89336,1.99,3,MSLV,-0.126019185,1.100359712
1648700,2023-12-04T03:11:03.994Z,31.2154885,121.5574741,-11.28283674,0.022203011,0.072277113,8738,11463.99436,1.99,3,MSLV,-0.172422062,0.752038369
1648800,2023-12-04T03:11:04.093Z,31.21548849,121.5574741,-11.32236197,0.030503662,0.02941997,8738,11464.0932,1.99,3,MSLV,-0.146402878,0.685491607
1648900,2023-12-04T03:11:04.193Z,31.21548858,121.5574743,-11.33370461,0.149708939,0.033501395,8738,11464.19309,1.99,3,MSLV,-0.571342926,0.808872902
1649000,2023-12-04T03:11:04.293Z,31.21548889,121.5574743,-11.34038353,0.137962455,0.150601534,8738,11464.29298,1.99,3,MSLV,-0.386595986,0.844881989
1649100,2023-12-04T03:11:04.391Z,31.21548909,121.5574743,-11.31581631,0.124979862,0.141224573,8738,11464.39288,1.99,3,MSLV,-0.297242206,0.969544365
1649200,2023-12-04T03:11:04.491Z,31.2154892,121.5574744,-11.31669476,0.053383238,0.123738231,8738,11464.49277,1.99,3,MSLV,-0.254796163,0.889448441
1649300,2023-12-04T03:11:04.592Z,31.21548919,121.5574743,-11.35859854,0.101422469,0.057464838,8738,11464.59266,1.988098628,3,MSLV,-0.266306954,1.111151079
1649400,2023-12-04T03:11:04.692Z,31.21548929,121.5574744,-11.31641799,0.041937464,0.103867256,8738,11464.69255,2.02,3,MSLV,-0.498800959,1.073741007
1649500,2023-12-04T03:11:04.792Z,31.2154894,121.5574744,-11.29568702,0.075016944,0.037378517,8738,11464.79245,2.02,3,MSLV,-0.671582734,1.292086331
1649600,2023-12-04T03:11:04.891Z,31.21548939,121.5574743,-11.2502046,0.090667519,0.079335038,8738,11464.89228,2.01202046,3,MSLV,-0.723501199,1.276738609
1649700,2023-12-04T03:11:04.993Z,31.2154896,121.5574743,-11.28432896,0.099507673,0.089325448,8738,11464.99332,2.14,3,MSLV,-0.455761706,1.500189322
1649800,2023-12-04T03:11:05.092Z,31.21548959,121.5574743,-11.20013683,0.045026215,0.103420716,8738,11465.09216,2.14,3,MSLV,-0.469904077,1.834052758
1649900,2023-12-04T03:11:05.192Z,31.2154897,121.5574742,-11.20327238,0.025184463,0.051387468,8738,11465.19206,2.14,3,MSLV,-0.632374101,2.075779376
1650000,2023-12-04T03:11:05.292Z,31.21548969,121.5574742,-11.12396931,0.08343734,0.025780051,8738,11465.29197,2.14,3,MSLV,-0.55647482,2.148321343
1650100,2023-12-04T03:11:05.390Z,31.21548991,121.5574743,-11.09328708,0.094566496,0.09,8738,11465.39187,2.143564578,3,MSLV,-0.101798561,2.010791367
1650200,2023-12-04T03:11:05.490Z,31.21548979,121.5574741,-11.10595077,0.052170716,0.092167519,8738,11465.49177,2.09,3,MSLV,0.004796163,1.51558753
1650300,2023-12-04T03:11:05.591Z,31.21548989,121.5574742,-11.081539,0.106218031,0.056339514,8738,11465.59168,2.09,3,MSLV,-0.012110312,1.163788969
1650400,2023-12-04T03:11:05.691Z,31.21549,121.5574741,-11.01670588,0.150560102,0.107033248,8738,11465.69158,2.09,3,MSLV,-0.217468131,1.32146914
1650500,2023-12-04T03:11:05.791Z,31.21548999,121.5574742,-10.99410187,0.104329742,0.15375334,8738,11465.79149,2.09,3,MSLV,-0.354436451,1.33117506
1650600,2023-12-04T03:11:05.890Z,31.21549009,121.5574742,-10.96415368,0.021161401,0.105378673,8738,11465.89124,2.09,3,MSLV,-0.304796163,1.313908873
1650700,2023-12-04T03:11:05.992Z,31.21549019,121.5574741,-10.96624492,0.122659891,0.022925136,8738,11465.99222,2.09,3,MSLV,-0.245923261,1.12206235
1650800,2023-12-04T03:11:06.090Z,31.21549031,121.5574741,-10.91290324,0.030531421,0.12562667,8738,11466.09096,2.09,3,MSLV,-0.22793765,1.006714628
